iter	Logloss
292	0.2377734894
293	0.2377132253
294	0.2376352675
295	0.2376067385
296	0.2374500924
297	0.2373216913
298	0.2371432325
299	0.2370247131
300	0.2369653012
301	0.2368520777
302	0.2366144099
303	0.2364551463
304	0.2363423692
305	0.2362732989
306	0.2362433697
307	0.2360660878
308	0.23601812
309	0.2359831181
310	0.2359611227
311	0.2358165092
312	0.2357158661
313	0.2355669509
314	0.2354539912
315	0.2352779875
316	0.2352094244
317	0.2350441953
318	0.2350186693
319	0.2349228757
320	0.2348137511
321	0.2346576731
322	0.2344919976
323	0.2344200662
324	0.2343349457
325	0.2342237919
326	0.2341959121
327	0.2341161079
328	0.2340078963
329	0.233979002
330	0.2339394752
331	0.2338609087
332	0.2337288958
333	0.2336029296
334	0.2333931619
335	0.2332971045
336	0.2331803504
337	0.2331561636
338	0.2330058078
339	0.2329273833
340	0.2329205858
341	0.2329172987
342	0.2328964193
343	0.2328616203
344	0.2327416197
345	0.2324990415
346	0.2324225852
347	0.2323204609
348	0.2322517152
349	0.2322388507
350	0.2320123226
351	0.2319366374
352	0.2318230081
353	0.2316754118
354	0.2315753572
355	0.2315207948
356	0.231384115
357	0.2313734826
358	0.2312645202
359	0.2312623288
360	0.2311895452
361	0.2311795214
362	0.2310091587
363	0.2308522285
364	0.2307932833
365	0.230651267
366	0.2305834344
367	0.2304848813
368	0.2303697911
369	0.2302936392
370	0.2302443119
371	0.2301614031
372	0.2299925419
373	0.2299010906
374	0.2298548678
375	0.2297655065
376	0.2296174029
377	0.229586581
378	0.2295212035
379	0.2293998637
380	0.2293097313
381	0.2292687639
382	0.2291876407
383	0.2291370148
384	0.2290706229
385	0.2289409029
386	0.2288181224
387	0.2288174325
388	0.2287378514
389	0.2286441478
390	0.2285225239
391	0.2284153066
392	0.228346358
393	0.2282626375
394	0.2282343925
395	0.2281968949
396	0.2281884944
397	0.2281273781
398	0.2280306309
399	0.2278805185
400	0.2278514213
401	0.2278425541
402	0.2277826553
403	0.227693436
404	0.2276289108
405	0.2275451498
406	0.2274977096
407	0.2273939011
408	0.2273280367
409	0.227319271
410	0.2272903767
411	0.2272750368
412	0.2271877857
413	0.2270827598
414	0.2270778088
415	0.2270548394
416	0.2270348529
417	0.227019168
418	0.2270171794
419	0.2269922216
420	0.2269395057
421	0.2269373143
422	0.2269135333
423	0.2267844423
424	0.2267829814
425	0.2267108065
426	0.2266901706
427	0.2265869303
428	0.2265266256
429	0.2265124625
430	0.2264813565
431	0.2264363309
432	0.2263450217
433	0.2263113793
434	0.2263022281
435	0.2262828908
436	0.2260697142
437	0.2260325006
438	0.2259246948
439	0.2258932438
440	0.225845134
441	0.2258204602
442	0.2258136019
443	0.2257722084
444	0.2257192084
445	0.2256498337
446	0.2255711251
447	0.2255447875
448	0.2254766911
449	0.2253331529
450	0.2253268627
451	0.2252827096
452	0.225251908
453	0.2251401861
454	0.2251151876
455	0.2250432765
456	0.2250133474
457	0.2249851227
458	0.2248756733
459	0.2248530286
460	0.2247758825
461	0.2247740563
462	0.2247493622
463	0.2246066357
464	0.2245271561
465	0.2245268314
466	0.2243550889
467	0.2243065124
468	0.2242485817
469	0.224247202
470	0.2241908134
471	0.2241821898
472	0.2240871673
473	0.2240658618
474	0.2239734163
475	0.2238000099
476	0.2237481056
477	0.223667368
478	0.2235395959
479	0.2234524869
480	0.223401516
481	0.2232956988
482	0.223262097
483	0.2231441457
484	0.2230744869
485	0.2230139793
486	0.2229115506
487	0.222831929
488	0.2227691894
489	0.2226913127
490	0.2226138622
491	0.2225917654
492	0.2225449745
493	0.2223702289
494	0.2223024165
495	0.2222324737
496	0.2222321287
497	0.2221708095
498	0.2221146036
499	0.2220204942
500	0.2219620968
501	0.2218914844
502	0.2218220082
503	0.2218017984
504	0.2217616223
505	0.2217606889
506	0.2216343575
507	0.221569183
508	0.2214155806
509	0.2213667809
510	0.2213432231
511	0.2212141727
512	0.2211321567
513	0.2210113038
514	0.2209367143
515	0.2208589594
516	0.2208586348
517	0.2207674879
518	0.2207548669
519	0.2206660332
520	0.2205188427
521	0.2203488046
522	0.2202557909
523	0.2201542753
524	0.2199784746
525	0.219969161
526	0.219838812
527	0.2197864614
528	0.2197098428
529	0.2197061295
530	0.2195096523
531	0.2194562668
532	0.2194353875
533	0.2193433072
534	0.2192405944
535	0.2192218253
536	0.219155129
537	0.2190650372
538	0.2190051789
539	0.2189935928
540	0.2189144784
541	0.2188777924
542	0.2188364191
543	0.2187888369
544	0.2187179809
545	0.2186978117
546	0.2186311357
547	0.218552143
548	0.2185206312
549	0.2184997315
550	0.2184840263
551	0.2184534276
552	0.218435815
553	0.2183655069
554	0.2182763079
555	0.2182349347
556	0.2181583364
557	0.2180876225
558	0.2180699085
559	0.2178429543
560	0.2177307859
561	0.2176812355
562	0.2176003963
563	0.2174229318
564	0.21734749
565	0.2173451363
566	0.2172294373
567	0.21721219
568	0.2171330959
569	0.217132751
570	0.2170625646
571	0.2170388242
572	0.2170381952
573	0.2170368357
574	0.2169200816
575	0.2168918569
576	0.2168142846
577	0.2167213927
578	0.2166696914
579	0.2166475337
580	0.2165904958
581	0.2164755882
582	0.2164753041
583	0.216376609
584	0.2162793545
585	0.2161627019
586	0.2161455763
587	0.2161276797
588	0.2159696944
589	0.2159535022
590	0.2159095926
591	0.2158367482
592	0.2157399198
593	0.2156230237
594	0.2154489274
595	0.2154341556
596	0.2153648214
597	0.2153100967
598	0.2152281822
599	0.2152118074
600	0.2151961225
601	0.2150796119
602	0.2150623443
603	0.2148782649
604	0.2146807529
605	0.2146007254
606	0.2145478675
607	0.2144421922
608	0.2144276031
609	0.2143828818
610	0.2143470683
611	0.2142410684
612	0.2141682645
613	0.2140502118
614	0.2140341008
615	0.2140188623
616	0.2138574478
617	0.2138456588
618	0.2138334031
619	0.2138127672
620	0.2136214033
621	0.2135667395
622	0.213529668
623	0.2135147135
624	0.2134280509
625	0.2133958695
626	0.2133829239
627	0.213366752
628	0.2133205089
629	0.213307056
630	0.2131642687
631	0.2131495171
632	0.2130139736
633	0.2128727284
634	0.2128590523
635	0.2127776653
636	0.2127302048
637	0.2126798224
638	0.2126642998
639	0.2126092911
640	0.2125830143
641	0.2125624393
642	0.2125613233
643	0.2125484791
644	0.2124329222
645	0.2123736929
646	0.2122192383
647	0.2122075304
648	0.2121956602
649	0.212125555
650	0.2119857301
651	0.2119709989
652	0.2118441196
653	0.2118211503
654	0.2117947518
655	0.2117825975
656	0.2116777542
657	0.2115653626
658	0.2114425822
659	0.2113210394
660	0.2112796459
661	0.2111262058
662	0.2109915348
663	0.2109104928
664	0.210802829
665	0.2106796021
666	0.2106680972
667	0.2106229904
668	0.2106121347
669	0.2104824959
670	0.2104045787
671	0.2103928505
672	0.2103567326
673	0.2103035298
674	0.2102844766
675	0.2101144588
676	0.210089298
677	0.2100772858
678	0.2100572383
679	0.2099845967
680	0.2098487083
681	0.2097580484
682	0.209651947
683	0.2094678879
684	0.2093806165
685	0.2092692598
686	0.2091688197
687	0.2091583698
688	0.2090799048
689	0.209071484
690	0.2090618864
691	0.2089231369
692	0.2088540666
693	0.2088440428
694	0.2088336539
695	0.2088234678
696	0.2087205927
697	0.208562506
698	0.2085531925
699	0.2084622282
700	0.2084522653
701	0.2084444736
702	0.2083155044
703	0.2082433092
704	0.2082110466
705	0.2081279349
706	0.2081184184
707	0.2079779848
708	0.2079497804
709	0.2079145553
710	0.2078959688
711	0.2077911661
712	0.207784531
713	0.2076641245
714	0.2075588957
715	0.2074504203
716	0.2073465713
717	0.2073363649
718	0.2071823161
719	0.2071697357
720	0.2071445546
721	0.2071367629
722	0.2070207799
723	0.2070118519
724	0.2070051153
725	0.2069982366
726	0.2069574518
727	0.2068759837
728	0.2067783437
729	0.2066955161
730	0.206597592
731	0.2065296579
732	0.2064086427
733	0.2063825283
734	0.2063690754
735	0.2062846245
736	0.2062751283
737	0.2062482631
738	0.2061827233
739	0.2060949853
740	0.2060865443
741	0.2060793613
742	0.2060594762
743	0.2059506153
744	0.205942438
745	0.2058785824
746	0.2058569726
747	0.2057657851
748	0.2056607794
749	0.2056541037
750	0.2056444655
751	0.2056303633
752	0.2055886857
753	0.2055766735
754	0.2055569101
755	0.2055501532
756	0.2055187225
757	0.2054795204
758	0.2054007916
759	0.2053938318
760	0.2053633345
761	0.2053577545
762	0.205349699
763	0.2052804257
764	0.2052744805
765	0.2051943515
766	0.2051801479
767	0.2051730054
768	0.2051096165
769	0.2051029205
770	0.2050806005
771	0.2050750408
772	0.2050685477
773	0.2050029876
774	0.2049322331
775	0.2049256386
776	0.2048962979
777	0.2048912454
778	0.2048165747
779	0.2048108933
780	0.2047110213
781	0.2047046093
782	0.2046443046
783	0.2046382579
784	0.2045866378
785	0.2045755386
786	0.2044638573
787	0.204381192
788	0.2043253919
789	0.2043017732
790	0.2042968628
791	0.2042355233
792	0.2041489013
793	0.2041435242
794	0.2040786337
795	0.2039687786
796	0.2039343651
797	0.2039298808
798	0.2038368671
799	0.2038306987
800	0.2037516249
801	0.2037130721
802	0.2035872074
803	0.2035819926
804	0.2035497706
805	0.2034330977
806	0.2034079166
807	0.2033218221
808	0.2032254199
809	0.2031964241
810	0.2031862989
811	0.2031056627
812	0.2030183914
813	0.2030139883
814	0.2029347521
815	0.2029290909
816	0.202887596
817	0.2028662296
818	0.2027992492
819	0.2027618733
820	0.2026961712
821	0.2026751498
822	0.2026544125
823	0.2025694949
824	0.2024399372
825	0.2024156489
826	0.202395013
827	0.2023812152
828	0.2022149106
829	0.2022050492
830	0.2021847989
831	0.2021081803
832	0.2020641083
833	0.2020441826
834	0.2020246425
835	0.2019510675
836	0.2018702893
837	0.2018510534
838	0.201733853
839	0.2016823545
840	0.2016210353
841	0.2014927966
842	0.2014736216
843	0.2013645578
844	0.2012936004
845	0.2011936066
846	0.201112666
847	0.2010783338
848	0.2009839403
849	0.2008507708
850	0.2008248999
851	0.200789756
852	0.2007666649
853	0.2007424781
854	0.2007008005
855	0.2005939687
856	0.200502071
857	0.200360075
858	0.2003414682
859	0.2003138522
860	0.2002462833
861	0.2002279606
862	0.2002100437
863	0.2001921065
864	0.2000877299
865	0.2000699551
866	0.2000502525
867	0.2000099547
868	0.1999860317
869	0.1998967719
870	0.1998311509
871	0.1997668489
872	0.1997497234
873	0.1996826618
874	0.1996199425
875	0.1995875988
876	0.199526381
877	0.1994240943
878	0.1993147059
879	0.1992907423
880	0.1992434644
881	0.1992109989
882	0.1991945632
883	0.1991781275
884	0.1991549959
885	0.199078641
886	0.1989851201
887	0.1989464861
888	0.1989303954
889	0.1988842538
890	0.1988251666
891	0.1988093599
892	0.1987798569
893	0.1987404519
894	0.1986862345
895	0.1986645638
896	0.1986419799
897	0.1985593958
898	0.1984317861
899	0.1982804156
900	0.1981818017
901	0.1981248044
902	0.1980604212
903	0.197998128
904	0.1979595752
905	0.1979440324
906	0.1979220776
907	0.1978257362
908	0.1976802501
909	0.1975368135
910	0.1975214329
911	0.1975063567
912	0.1974617573
913	0.1974180709
914	0.1974032788
915	0.1973421219
916	0.1972869711
917	0.1972722398
918	0.1972577318
919	0.1971967981
920	0.1971612484
921	0.1971469636
922	0.1970266789
923	0.1969877
924	0.1969735775
925	0.1968946254
926	0.1968176213
927	0.1966853446
928	0.1965679818
929	0.1965466966
930	0.1964972476
931	0.1964544743
932	0.1964405953
933	0.1963820965
934	0.1962885958
935	0.1962313145
936	0.1962105366
937	0.1961741752
938	0.196086843
939	0.1959814721
940	0.1959613841
941	0.1959248401
942	0.1958132805
943	0.1957976767
944	0.195731508
945	0.1956958568
946	0.1955603336
947	0.1954231262
948	0.1953540964
949	0.1952803591
950	0.1951715997
951	0.1951517957
952	0.1950345547
953	0.1949641248
954	0.1949298534
955	0.1948233057
956	0.1948039684
957	0.194670109
958	0.1946084043
959	0.1945402064
960	0.194524765
961	0.1945115759
962	0.1943806993
963	0.1943656231
964	0.1943124
965	0.1942996573
966	0.1942806041
967	0.1942143948
968	0.1941958285
969	0.194070187
970	0.1939638219
971	0.1938369629
972	0.1937127621
973	0.1936412365
974	0.1936264647
975	0.1936139046
976	0.1935809724
977	0.1935624265
978	0.193530103
979	0.1935121861
980	0.1933900955
981	0.1932890466
982	0.1932384816
983	0.1932071523
984	0.1931651907
985	0.1930441146
986	0.193013455
987	0.1929727108
988	0.192958426
989	0.1929160991
990	0.1928126558
991	0.1928005219
992	0.1927384113
993	0.1926373015
994	0.1926198919
995	0.1926060535
996	0.1925646802
997	0.1925476764
998	0.1924844295
999	0.1924515379
